generation,best_cost
0,803.8257678964396
1,797.9295344940953
2,794.4888884453675
3,786.5270444669424
4,786.5270444669424
5,775.8264771850052
6,775.8264771850052
7,767.5153762146074
8,767.5153762146074
9,762.235807049777
10,757.9879273426312
11,756.2436948634744
12,752.2880242794139
13,751.1910197104186
14,745.4911166472012
15,745.4911166472012
16,744.2021921418493
17,742.831387116225
18,742.831387116225
19,739.1189404048573
20,738.5022890786317
21,738.5022890786317
22,738.5022890786317
23,735.8425595476557
24,734.7898423672641
25,734.7898423672641
26,734.7898423672641
27,732.130112836288
28,732.130112836288
29,732.130112836288
30,732.130112836288
31,732.130112836288
32,732.130112836288
33,732.130112836288
34,732.130112836288
35,732.130112836288
36,732.130112836288
37,732.130112836288
38,732.130112836288
39,732.130112836288
40,732.130112836288
41,732.130112836288
42,732.130112836288
43,732.130112836288
44,732.130112836288
45,732.130112836288
46,732.130112836288
47,732.130112836288
48,732.130112836288
49,732.130112836288
50,732.130112836288
51,732.130112836288
52,732.130112836288
53,732.130112836288
54,732.130112836288
55,732.130112836288
56,732.130112836288
57,732.130112836288
58,732.130112836288
59,732.130112836288
60,732.130112836288
61,732.130112836288
62,732.130112836288
63,732.130112836288
64,732.130112836288
65,732.130112836288
66,732.130112836288
67,732.130112836288
68,732.130112836288
69,732.130112836288
70,732.130112836288
71,732.130112836288
72,732.130112836288
73,732.130112836288
74,732.130112836288
75,732.130112836288
76,732.130112836288
77,732.130112836288
78,732.130112836288
79,732.130112836288
80,732.130112836288
81,732.130112836288
82,732.130112836288
83,732.130112836288
84,732.130112836288
85,732.130112836288
86,732.130112836288
87,732.130112836288
88,732.130112836288
89,732.130112836288
90,732.130112836288
91,732.130112836288
92,732.130112836288
93,732.130112836288
94,732.130112836288
95,732.130112836288
96,732.130112836288
97,732.130112836288
98,732.130112836288
99,732.130112836288
