generation,best_cost
0,67.02472709287031
1,64.49593478795325
2,63.92377015153342
3,62.89095046779779
4,60.621457777373934
5,60.621457777373934
6,59.648905441227306
7,58.70750185991139
8,57.003498269457424
9,56.27841303466658
10,55.58706181383558
11,54.90483661066985
12,53.775980135018784
13,53.00387647630348
14,52.31882245933941
15,50.819344658636616
16,50.12487668564039
17,49.89800855055173
18,49.8363159629511
19,49.8363159629511
20,49.8363159629511
21,49.765307024556094
22,49.75197904868696
23,49.68128322430886
24,49.642130932322324
25,49.583579893026126
26,49.51407635418721
27,49.467741786364954
28,49.467741786364954
29,49.467741786364954
30,49.36222750384394
31,49.36222750384394
32,49.36222750384394
33,49.36222750384394
34,49.36222750384394
35,49.36222750384394
36,49.36222750384394
37,49.36222750384394
38,49.36222750384394
39,49.36222750384394
40,49.36222750384394
41,49.36222750384394
42,49.36222750384394
43,49.21563636588021
44,49.21563636588021
45,49.21563636588021
46,49.21563636588021
47,49.21563636588021
48,49.21563636588021
49,49.21563636588021
