generation,best_cost
0,88.45072535042202
1,87.81138394709487
2,85.85114229586027
3,82.99050545669809
4,82.99050545669809
5,82.06055753248091
6,80.81645410734708
7,79.60313656309509
8,78.86305450869813
9,78.12253363655195
10,77.42898401120102
11,77.42898401120102
12,77.39163787965259
13,77.37672558127407
14,77.36578728573612
15,77.35305074572223
16,77.35305074572223
17,77.35305074572223
18,77.34315019428674
19,77.34315019428674
20,77.34315019428674
21,77.34315019428674
22,77.34315019428674
23,77.34315019428674
24,77.34315019428674
25,77.34315019428674
26,77.34315019428674
27,77.34315019428674
28,77.34315019428674
29,77.34315019428674
30,77.34315019428674
31,77.34315019428674
32,77.34315019428674
33,77.34315019428674
34,77.34315019428674
35,77.34315019428674
36,77.34315019428674
37,77.34315019428674
38,77.34315019428674
39,77.34315019428674
40,77.34315019428674
41,77.34315019428674
42,77.34315019428674
43,77.34315019428674
44,77.34315019428674
45,77.34315019428674
46,77.34315019428674
47,77.34315019428674
48,77.34315019428674
49,77.34315019428674
