generation,evaluation_cost
0,111.95666234410531
0,106.68745352717018
0,111.91803119749864
0,110.23995900566322
0,112.74509868928837
0,111.01379413198585
0,109.11899537758697
0,111.75868579820006
0,110.80240711248948
0,107.59628025526332
0,108.82277848418364
0,108.58717032317433
0,108.82934196211207
0,109.12324257801117
0,111.76514801911277
0,109.61445556721515
0,111.79436982259935
0,109.50587616162841
0,110.71759337654021
0,112.4943218265323
0,110.70714008438281
0,109.1135924533087
0,108.74634036812195
0,106.81152873455062
0,110.03449745245386
0,108.63373300767998
0,110.40818895613646
0,108.15700684008894
0,108.88160786251795
0,108.93843985371863
0,113.21641681889913
0,111.06694762213145
0,109.22784588316657
0,110.56630187517617
0,110.17442006221556
0,106.48649351450594
0,112.61466866561858
0,107.79876571685986
0,111.49072030755839
0,109.65119697349232
0,115.39859625394276
0,108.63386487739076
0,107.90225411852568
0,107.84478927221318
0,108.07918865773159
0,108.67605013875834
0,110.012705786884
0,110.89503564880509
0,109.85893333489904
0,110.47389787715836
0,108.30607245871822
0,110.70253185453409
0,109.25276851569544
0,110.57530315585532
0,112.38913351602976
0,105.80990282008948
0,107.09402221290604
0,111.12069448921106
0,111.51923060141561
0,106.92247925324146
0,109.08419167284877
0,111.18664339496901
0,106.85557418699233
0,109.65735395773983
0,111.22522153825263
0,107.49325154722138
0,112.64243437968618
0,111.97598297873498
0,112.64243437968618
0,110.34202858148903
0,112.35189921753012
0,108.75453123676489
0,113.10323536245959
0,108.86793898818193
0,106.76882028136123
0,107.15903475821186
0,110.47837747572656
0,111.83226925289291
0,109.97799075461006
0,112.85741964925522
0,112.96032644929666
0,109.65119697349232
0,110.25754505612781
0,111.33276769041088
0,112.0259130603934
0,111.14335755481777
0,110.20470823286347
0,111.09583012730945
0,111.08155804768582
0,108.57236228648708
0,108.07328686860009
0,109.97587871551235
0,105.88267253338606
0,109.91017613312042
0,115.2555772872662
1,108.6125697918194
1,108.55986377761718
1,109.5793278650838
1,108.00226607032381
1,106.98851504336673
1,108.91114263082946
1,104.66743191801712
1,105.08963393756017
1,106.98865026075748
1,106.48649351450594
1,111.14335755481777
1,107.79876571685986
1,109.86281028538058
1,107.09402221290604
1,108.13799987334146
1,107.66104542723295
1,108.72579353969873
1,106.76882028136123
1,108.18176155542469
1,107.74926305875717
1,109.09631436322526
1,107.38234115552766
1,109.9304658100121
1,107.68837854937297
1,108.58717032317433
1,109.53452882114625
1,107.34571385432619
1,110.17442006221556
1,111.42738071841815
1,106.11275884533394
1,107.37215784743948
1,108.70535762714131
1,107.04968966667492
1,111.3278941684089
1,108.30602304290933
1,106.53700158643917
1,109.26333166800478
1,107.68837854937297
1,110.85047248058547
1,111.14906324557106
1,107.82140111234779
1,105.80990282008948
1,106.81152873455062
1,106.48601169848142
1,106.43144201563439
1,107.11720012023353
1,105.38387902808859
1,107.79288233544891
1,105.88267253338606
1,110.27412179604448
1,107.65884562971172
1,108.16632493581766
1,106.85911201628865
1,105.01618906773389
1,106.81680030422515
1,105.69388505528359
1,109.61656140844151
1,105.82916658079003
1,107.44206078143239
1,106.79522603248826
1,104.96509926922022
1,107.49325154722138
