generation,best_cost
0,54.04028975369626
1,53.00640444216464
2,51.85198242770869
3,49.91546956837717
4,49.91546956837717
5,48.869947412610486
6,45.78056198382851
7,44.904141933270296
8,43.85596375879422
9,43.25607754240552
10,42.95861016375628
11,42.15627293002829
12,41.52486678045949
13,39.96419992250779
14,39.599772326589175
15,38.53181394160206
16,38.00185490461032
17,37.279902169118614
18,36.973865828526364
19,36.70559047651784
20,36.693816788843336
21,36.637839888008955
22,36.637839888008955
23,36.637839888008955
24,36.623073860268924
25,36.549393436510876
26,36.51027793055902
27,36.51027793055902
28,36.51027793055902
29,36.51027793055902
30,36.508152232789726
31,36.508152232789726
32,36.508152232789726
33,36.508152232789726
34,36.508152232789726
35,36.508152232789726
36,36.508152232789726
37,36.508152232789726
38,36.508152232789726
39,36.508152232789726
40,36.508152232789726
41,36.508152232789726
42,36.508152232789726
43,36.31893190172403
44,36.31893190172403
45,36.31893190172403
46,36.31893190172403
47,36.31893190172403
48,36.31893190172403
49,36.31893190172403
