generation,evaluation_cost
0,18531.091359928276
0,18090.77086561094
0,18885.07283686916
0,18947.92079170607
0,17878.448468003684
0,17373.880127704902
0,18833.00908058678
0,19148.307974818887
0,18299.491996664397
0,18836.995714015393
0,17602.38705038655
0,19094.155030780305
0,18051.15570886821
0,18465.22892231887
0,18066.71987736994
0,18604.358950687812
0,18501.225644103848
0,18297.99621698742
0,18778.608028612016
0,18622.17130523855
0,18786.562387947368
0,18595.497695214828
0,19221.769139189728
0,18359.522118667235
0,18807.282981816395
0,19084.97453546019
0,17623.530039489604
0,18513.68249332962
0,19316.24462010102
0,18832.999190134815
0,18791.302168923907
0,18584.06652671932
0,18855.09065157103
0,18703.59984076692
0,19633.93663333903
0,18259.303532405673
0,18298.478826380622
0,17958.59784885113
0,18496.61212043576
0,18340.035076600434
0,17602.38705038655
0,19345.16051484781
0,17606.28229195302
0,18058.921058540393
0,18298.478826380622
1,17614.484338935188
1,18584.06652671932
1,19168.862516584086
1,18513.68249332962
1,18789.064112465905
1,18660.49642970411
1,18416.601252415618
1,18237.946721999022
1,18039.86719681841
1,18051.15570886821
1,18066.027215608694
1,18258.97491699028
1,17603.121908525394
1,18693.92101851553
1,18058.921058540393
1,17484.78686823017
1,18559.43560129688
1,18683.41900014887
1,18979.999330253442
1,18336.00571508233
1,17448.013202631173
1,17373.880127704902
1,17526.41264386549
1,18446.52659950912
1,18090.708923435657
1,18252.303069123904
1,18685.5537410013
1,17373.912646012974
1,18340.035076600434
1,18999.525334999893
1,18578.026427336932
1,19298.435069715
1,19151.018702839407
1,17623.530039489604
1,18621.46062284487
1,18297.99621698742
1,18253.509661192256
1,18146.07435178096
1,19163.76980652982
1,18340.035076600434
1,17582.696474039927
1,17958.59784885113
1,18836.995714015393
1,19040.806352250172
1,17602.38705038655
2,17617.899532463307
2,18074.183712890408
2,18499.73885278112
2,17518.210596883324
2,18039.86719681841
2,17628.809284466875
2,17332.06210616977
2,17614.484338935188
2,18106.155529140648
2,17759.112825154163
2,17534.952606941904
2,17927.1500447002
2,19014.5650706877
2,18253.509661192256
2,18229.959927425858
2,18387.33091450337
2,18409.461760662256
2,17078.09555780163
2,18877.352707382608
2,18628.651977309695
2,17373.880127704902
2,17373.880127704902
2,17623.530039489604
2,17623.530039489604
2,17509.352289051905
2,17373.880127704902
2,18385.843854516264
2,17373.880127704902
2,18380.83601360809
2,17577.0347000929
2,18207.068654501036
2,17373.880127704902
2,17602.38705038655
2,18256.337638060224
2,17619.434842364903
2,18105.366169469962
2,17564.48947950113
2,17484.076185836486
2,18451.73437965656
2,17370.79289701351
2,18161.084443022253
2,18820.800482812596
2,18131.31632802687
2,18685.5537410013
2,17602.38705038655
3,17373.880127704902
3,17375.843005275892
3,17078.09555780163
3,17614.484338935188
3,17322.25385615289
3,17940.847613038943
3,17587.385719055706
3,17370.79289701351
3,18411.31069630262
3,17414.926562885572
3,17735.72607657619
3,18185.14849999832
3,17490.356404574857
3,17373.880127704902
3,19121.35111037874
3,17370.79289701351
3,18162.959588937378
3,17361.931641540526
3,17543.846725115618
3,18253.509661192256
3,17374.2462626497
3,17595.04583931436
3,17557.520616879418
3,17484.076185836486
3,17373.880127704902
3,17456.110358798764
3,17078.09555780163
3,18045.703026121297
3,17825.52543576931
3,17455.665564486662
3,17448.013202631173
3,17913.62204146078
3,17679.26313241398
3,17373.880127704902
3,17853.317903419837
3,18533.34129597347
3,17518.210596883324
3,17192.893797976154
3,17370.79289701351
3,17534.06155730771
3,17039.012627165477
3,17395.148201257573
3,17373.880127704902
3,17448.013202631173
3,18194.908130815533
4,17332.06210616977
4,18163.806561494668
4,17374.160626191184
4,17317.53447874671
4,17078.09555780163
4,17361.931641540526
4,17078.09555780163
4,17374.2462626497
4,17373.880127704902
