generation,best_cost
0,72.11181064929607
1,71.48363732607532
2,70.74246560261427
3,68.49253463216286
4,66.82816461055677
5,66.17642056775408
6,65.73912837568268
7,64.37080073919113
8,63.332022865496654
9,62.78048088456945
10,62.452045230492075
11,61.312267388676425
12,60.130186538282715
13,59.79020114379987
14,59.05871191579787
15,58.10232349494395
16,57.61381944929136
17,57.03697231919338
18,56.60498154066188
19,56.110465311309675
20,55.678474532778175
21,55.12693255185097
22,54.63842850619839
23,54.63842850619839
24,54.50072601339714
25,54.38117481100143
26,53.85479865339238
27,53.85479865339238
28,53.82450513180916
29,53.82450513180916
30,53.82450513180916
31,53.807416563231634
32,53.807416563231634
33,53.807416563231634
34,53.807416563231634
35,53.807416563231634
36,53.807416563231634
37,53.807416563231634
38,53.807416563231634
39,53.807416563231634
40,53.807416563231634
41,53.807416563231634
42,53.807416563231634
43,53.70922286444497
44,53.70922286444497
45,53.70922286444497
46,53.70922286444497
47,53.70922286444497
48,53.70922286444497
49,53.70922286444497
