generation,best_cost
0,131.18490853669257
1,131.00171201616453
2,127.18181770483382
3,126.66832587090941
4,126.04386297555696
5,124.04240397824168
6,123.02634549117484
7,121.94201330720419
8,120.80405857792732
9,120.02288039601339
10,119.93827042024765
11,119.93827042024765
12,119.93827042024765
13,119.9365721893719
14,119.9365721893719
15,119.9365721893719
16,119.9365721893719
17,119.9365721893719
18,119.9365721893719
19,119.9365721893719
20,119.9365721893719
21,119.9365721893719
22,119.9365721893719
23,119.9365721893719
24,119.9365721893719
25,119.9365721893719
26,119.9365721893719
27,119.9365721893719
28,119.9365721893719
29,119.9365721893719
30,119.9365721893719
31,119.9365721893719
32,119.9365721893719
33,119.9365721893719
34,119.9365721893719
35,119.9365721893719
36,119.9365721893719
37,119.9365721893719
38,119.9365721893719
39,119.9365721893719
40,119.9365721893719
41,119.9365721893719
42,119.9365721893719
43,119.9365721893719
44,119.9365721893719
45,119.9365721893719
46,119.9365721893719
47,119.9365721893719
48,119.9365721893719
49,119.9365721893719
