generation,evaluation_cost
0,260.63029144411036
0,266.879118238244
0,265.06341272574264
0,263.0187538263412
0,253.44302569149917
0,257.965876610489
0,265.4516905220064
0,251.91205431112385
0,247.7852764241471
0,266.19772024107135
0,260.46133394679197
0,255.422484919018
0,268.8089107288198
0,266.8799768689973
0,269.43048553352094
0,262.02085362906564
0,249.362756149818
0,254.17898101394496
0,270.1017473142255
0,252.38983771149225
0,267.48553095909415
0,258.162156574447
0,257.89715322089353
0,249.20058111821697
0,256.20028372249067
0,264.7192711528231
0,257.9548398087657
0,241.01142828767217
0,272.467516673144
0,249.29769827330517
0,248.4512163402031
0,256.2842859418207
0,262.580183493138
0,242.1554211057176
0,260.22906013655313
0,274.18048406038747
0,262.0589519148663
0,251.56209352534472
0,249.362756149818
0,255.46840164644487
0,261.3908089567308
0,256.1408780566415
0,250.43182750845193
0,259.32387026869225
0,266.6760986188185
0,262.5797653649266
0,247.54229745357023
0,254.35686780464889
0,244.6989315824353
0,256.0472437980664
0,260.11940005145334
0,248.96304410871045
0,264.60319051008406
0,250.6365206558586
0,276.23265915435593
0,244.3471206790453
0,266.44968397459076
0,249.01102171863815
0,256.073740256114
0,267.6054714887395
0,249.78677097990115
0,255.06940737158374
0,284.80889768369116
0,244.98588431604742
0,261.09614780172836
0,250.30412125909885
0,262.58258585704306
0,249.5805345277881
0,252.61076381382435
0,251.95040941009867
0,306.7094902836951
0,251.91205431112385
0,240.02072486687905
0,242.68796864751533
0,259.6001863909659
0,255.73724915709343
0,256.5768202689438
0,239.44851496456903
0,268.6345872788129
0,258.1286007448703
0,271.2223690752477
0,260.6477899473735
0,256.77547134099933
0,266.70136805738326
0,250.18271379932938
0,256.3280510262414
0,257.5673249785499
0,262.4702883927148
0,254.5866187432584
0,282.3549517967306
0,254.49395283020976
0,250.79834086720297
0,258.4247069386364
0,256.40540096330244
0,245.86939309971868
1,242.24784062778355
1,246.98656843178682
1,257.9942063650419
1,260.25065321363076
1,249.1827669175982
1,247.587331520298
1,244.14798025182844
1,243.52389017828708
1,263.92002649197167
1,257.965876610489
1,259.59705720522356
1,251.56209352534472
1,237.25191229764278
1,258.73032457979116
1,244.78263441864408
1,249.01102171863815
1,249.362756149818
1,252.2897374025824
1,246.41968123375457
1,266.879118238244
1,256.5306940105982
1,240.44191547852225
1,241.46511614212605
1,246.41968123375457
1,254.54879216107395
1,250.18271379932938
1,240.7677943256474
1,248.5873696086173
1,257.4305558841534
1,254.16380683453238
1,245.05408721241093
1,256.7070890547293
1,240.1862939921371
1,250.6365206558586
1,256.08589178500745
1,267.26273150543307
1,261.51424588715344
1,250.98389197232237
1,256.1524390247745
1,254.49934306898848
1,262.5488015790985
1,244.3471206790453
1,250.10325616098135
1,252.93733227863285
1,250.1791360101779
1,249.38800541200828
1,262.2701788418915
1,252.50266957135224
1,251.91205431112385
1,252.38983771149225
1,245.15885754282507
1,236.5130001505959
1,250.96523000983302
1,249.16361572260115
1,246.06207065089828
1,256.7026481962629
1,245.70782430685225
1,238.84211942363223
1,245.19862687327094
1,245.5759318281238
1,253.40949458050503
1,251.1036022904356
1,244.9166445546939
1,250.18271379932938
1,247.47517709563562
1,239.6867309709798
1,253.44302569149917
1,245.02200979048249
1,254.89062224639133
1,248.96304410871045
1,240.30343510778445
1,251.39846844567316
1,257.36223257141336
1,260.40134763643215
1,244.3471206790453
1,248.0970026069297
1,251.2923517502875
1,252.252306709073
1,258.1286007448703
1,250.80865567213587
1,259.871642176519
1,245.7861134862577
1,246.51930824436096
1,239.62322515053208
1,241.19218849438968
1,250.34053079081616
1,258.2192519202915
1,243.29600653789734
1,245.80300001236955
1,244.4163715068975
1,250.63377402062522
1,252.60167051797183
1,248.34707798250858
1,240.71504447847096
1,251.03820731337976
2,261.9365992059119
2,246.02702864652943
2,239.62322515053208
2,256.4353163293556
2,236.7016399343537
2,256.28364662849424
2,243.3833657182063
2,241.5505482194195
2,247.63203738874608
2,245.02200979048249
2,244.41830400979785
2,256.4138861268732
2,240.57262849337866
2,223.70926135415715
2,246.637942915036
2,242.66312785398256
2,241.74056272925637
2,242.1090498019329
2,246.754400127876
2,241.23633546458538
2,243.24925564884776
2,236.5130001505959
2,240.1862939921371
2,251.081950451425
2,238.91688949921638
2,268.65550352924816
2,245.40480052090476
2,253.45072907261024
2,253.8849249243247
